tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
Table 6,2016,1,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",1670,446.043956043956,281.279871889628,WN,0.551613697955161,266.991335417597,WN,0.551613697955161,266.991335417597
Table 6,2016,1,30140,30977,"Albuquerque, NM","Chicago, IL",1121,251.758241758242,246.405194238324,WN,0.544303797468354,238.153728949479,WN,0.544303797468354,238.153728949479
Table 6,2016,1,30140,30994,"Albuquerque, NM","Charleston, SC",1528,13.956043956044,311.338582677165,DL,0.433070866141732,318.181818181818,AA,0.173228346456693,304.681818181818
Table 6,2016,1,30140,31057,"Albuquerque, NM","Charlotte, NC",1449,53.956043956044,222.639307535642,AA,0.594704684317719,235.192808219178,UA,0.154786150712831,202.721052631579
Table 6,2016,1,30140,31066,"Albuquerque, NM","Columbus, OH",1342,35.1648351648352,296.7175,WN,0.5875,298.904255319149,AA,0.240625,284.38961038961
Table 6,2016,1,30140,31123,"Albuquerque, NM","St. Louis, MO",934,55.9340659340659,260.623968565815,WN,0.628683693516699,254.44875,WN,0.628683693516699,254.44875
Table 6,2016,1,30140,31136,"Albuquerque, NM","Jacksonville, FL",1480,26.7032967032967,292.528395061728,DL,0.312757201646091,276.497368421053,WN,0.292181069958848,274.901408450704
Table 6,2016,1,30140,31140,"Albuquerque, NM","Corpus Christi, TX",734,10,259.057142857143,WN,0.516483516483517,252.589361702128,WN,0.516483516483517,252.589361702128
Table 6,2016,1,30140,31267,"Albuquerque, NM","Dayton, OH",1272,19.4505494505494,284.463276836158,AA,0.401129943502825,308.230985915493,WN,0.23728813559322,255.142857142857
Table 6,2016,1,30140,31295,"Albuquerque, NM","Detroit, MI",1347,54.7252747252747,292.059036144578,WN,0.369477911646586,277.365217391304,UA,0.154618473895582,251.097402597403
Table 6,2016,1,30140,31423,"Albuquerque, NM","Des Moines, IA",833,13.1868131868132,244.686666666667,UA,0.491666666666667,233.58813559322,WN,0.2,209.541666666667
Table 6,2016,1,30140,31453,"Albuquerque, NM","Houston, TX",759,288.901098901099,235.186724990491,WN,0.656523392925067,225.28134414832,WN,0.656523392925067,225.28134414832
Table 6,2016,1,30140,31454,"Albuquerque, NM","Orlando, FL",1553,146.153846153846,259.557142857143,WN,0.500751879699248,261.343393393393,UA,0.157894736842105,239.899523809524
Table 6,2016,1,30140,31504,"Albuquerque, NM","Valparaiso, FL",1208,11.5384615384615,327.834285714286,AA,0.514285714285714,347.927777777778,DL,0.152380952380952,280.18125
Table 6,2016,1,30140,31638,"Albuquerque, NM","Fresno, CA",744,16.3736263736264,291.16644295302,AA,0.906040268456376,299.345925925926,DL,0.0134228187919463,178
Table 6,2016,1,30140,31650,"Albuquerque, NM","Minneapolis/St. Paul, MN",981,90.4395604395604,271.505832320778,WN,0.296476306196841,253.491393442623,UA,0.280680437424058,226.068398268398
Table 6,2016,1,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",1861,361.648351648352,211.89161349134,B6,0.365238529322394,165.962146422629,B6,0.365238529322394,165.962146422629
Table 6,2016,1,30140,31714,"Albuquerque, NM","Fort Myers, FL",1584,25.0549450549451,297.486842105263,AA,0.451754385964912,312.578640776699,UA,0.171052631578947,252.930769230769
Table 6,2016,1,30140,31871,"Albuquerque, NM","Greenville/Spartanburg, SC",1381,12.0879120879121,281.829090909091,AA,0.4,284.418181818182,WN,0.336363636363636,228.891891891892
Table 6,2016,1,30140,31884,"Albuquerque, NM","Spokane, WA",1035,21.4285714285714,247.368717948718,WN,0.446153846153846,237.004597701149,WN,0.446153846153846,237.004597701149
Table 6,2016,1,30140,31986,"Albuquerque, NM","Grand Rapids, MI",1253,15.1648351648352,285.622463768116,UA,0.442028985507246,257.804918032787,WN,0.101449275362319,241.571428571429
Table 6,2016,1,30140,32211,"Albuquerque, NM","Las Vegas, NV",486,425.604395604396,175.823341079267,WN,0.943971081848696,174.927379649891,DL,0.0144590756519494,154.935714285714
Table 6,2016,1,30140,32337,"Albuquerque, NM","Indianapolis, IN",1161,36.8131868131868,298.951044776119,WN,0.477611940298507,280.31375,UA,0.155223880597015,271.859615384615
Table 6,2016,1,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",896,482.417582417582,228.443576309795,WN,0.787243735763098,224.947916666667,WN,0.787243735763098,224.947916666667
Table 6,2016,1,30140,32467,"Albuquerque, NM","Miami, FL (Metropolitan Area)",1689,115.934065934066,283.544644549763,WN,0.374407582938389,253.972151898734,WN,0.374407582938389,253.972151898734
Table 6,2016,1,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",677,759.89010989011,180.511554591468,WN,0.686189443239335,175.399536354057,WN,0.686189443239335,175.399536354057
Table 6,2016,1,30140,32600,"Albuquerque, NM","Little Rock, AR",817,14.5054945054945,288.287121212121,WN,0.484848484848485,273.05,UA,0.106060606060606,257.857142857143
Table 6,2016,1,30140,33044,"Albuquerque, NM","Louisville, KY",1178,19.3406593406593,299.323295454545,AA,0.414772727272727,299.023287671233,WN,0.403409090909091,290.070422535211
Table 6,2016,1,30140,33105,"Albuquerque, NM","Cincinnati, OH",1241,15.4945054945055,394.952482269504,AA,0.475177304964539,378.158208955224,UA,0.198581560283688,359.760714285714
Table 6,2016,1,30140,33192,"Albuquerque, NM","Sacramento, CA",866,80.3296703296703,252.853625170999,WN,0.734610123119015,260.220297951583,AA,0.199726402188782,228.049315068493
Table 6,2016,1,30140,33195,"Albuquerque, NM","Tampa, FL (Metropolitan Area)",1498,82.0879120879121,251.720883534137,WN,0.570281124497992,235.693192488263,WN,0.570281124497992,235.693192488263
Table 6,2016,1,30140,33198,"Albuquerque, NM","Kansas City, MO",718,103.406593406593,247.843358129649,WN,0.83634431455898,251.990470139771,UA,0.0658873538788523,193.970967741935
Table 6,2016,1,30140,33214,"Albuquerque, NM","San Antonio, TX",609,91.2087912087912,278.094457831325,WN,0.62289156626506,287.356092843327,AA,0.313253012048193,264.093461538462
Table 6,2016,1,30140,33244,"Albuquerque, NM","Memphis, TN",942,20.3296703296703,279.052972972973,AA,0.389189189189189,303.631944444444,UA,0.172972972972973,253.54375
Table 6,2016,1,30140,33316,"Albuquerque, NM","Omaha, NE",725,25.3846153846154,281.666666666667,WN,0.554112554112554,291.84765625,UA,0.220779220779221,250.064705882353
Table 6,2016,1,30140,33342,"Albuquerque, NM","Milwaukee, WI",1142,25.0549450549451,288.609210526316,WN,0.548245614035088,251.5896,WN,0.548245614035088,251.5896
Table 6,2016,1,30140,33485,"Albuquerque, NM","Madison, WI",1081,14.7252747252747,303.344776119403,UA,0.5,272.626865671642,UA,0.5,272.626865671642
Table 6,2016,1,30140,33495,"Albuquerque, NM","New Orleans, LA",1014,72.4175824175824,272.717905918058,WN,0.675265553869499,273.840674157303,UA,0.101669195751138,240.701492537313
