"event_name","event_name_analyzed","event_code","fk_program_seasons","event_subtype","event_subtype_moniker","event_type","event_venue","event_venue_sort","event_venue_analyzed","event_stateprov","event_country","event_city","event_address1","event_address2","date_end","date_start","event_postalcode","event_season","capacity_total","event_web_url","flag_bag_and_tag_event","program_code_display","program_name","flag_display_in_vims","ff_event_type_sort_order","countryCode","open_capacity","event_fee_currency","hotel_document","id","lat","lon","event_venue_room","event_fee_base","community_event_contact_name_first","community_event_contact_name_last","community_event_contact_email"
"Toluca Regional","Toluca Regional","MXTL",235,"Regional","Regional","FRC","ITESM Campus Toluca","ITESM Campus Toluca","ITESM Campus Toluca","MEX","Mexico","Toluca de Lerdo","Eduardo Monroy Cardenas 2000","San Antonio Buenavista, C.P.","2017-03-04T00:00:00","2017-03-01T00:00:00","50110",2017,44,,true,"FRC","FIRST Robotics Competition",true,3,"MX",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27217,19.2689,-99.6964,,,,,
"Utah Regional","Utah Regional","UTWV",235,"Regional","Regional","FRC","Maverik Center","Maverik Center","Maverik Center","UT","USA","West Valley City","3200 South Decker Lake Drive",,"2017-03-11T00:00:00","2017-03-08T00:00:00","84119",2017,48,"http://www.utfrc.utah.edu",true,"FRC","FIRST Robotics Competition",true,3,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22553,40.692079,-111.947832,"",0,"","",""
"Ventura Regional","Ventura Regional","CAVE",235,"Regional","Regional","FRC","Ventura College","Ventura College","Ventura College","CA","USA","Ventura","4667 Telegraph Road",,"2017-03-18T00:00:00","2017-03-15T00:00:00","93003",2017,42,"http://www.frcventuraregional.com/",true,"FRC","FIRST Robotics Competition",true,3,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22673,34.270548,-119.217135,,,,,
"Western Canada Regional","Western Canada Regional","ABCA",235,"Regional","Regional","FRC","The Olympic Oval","The Olympic Oval","The Olympic Oval","AB","Canada","Calgary","University of Calgary",,"2017-04-08T00:00:00","2017-04-05T00:00:00","T2N 1N4",2017,65,"http://frcwest.com/",true,"FRC","FIRST Robotics Competition",true,3,"CA",15,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22611,51.07465,-114.12748,,0,"","",""
"Wisconsin Regional","Wisconsin Regional","WIMI",235,"Regional","Regional","FRC","UW - Milwaukee Panther Arena","UW - Milwaukee Panther Arena","UW - Milwaukee Panther Arena","WI","USA","Milwaukee","400 West Kilbourn Avenue",,"2017-03-25T00:00:00","2017-03-22T00:00:00","53201",2017,56,"http://www.wisconsinregional.com",true,"FRC","FIRST Robotics Competition",true,3,"US",2,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22491,43.036178,-87.916956,"",0,"","",""
"ISR District Event #2","ISR District Event #2","ISDE2",235,"Qualifying Event","District Event","FRC","Technion Sports Center","Technion Sports Center","Technion Sports Center","HA","Israel","Haifa","Technion",,"2017-03-09T00:00:00","2017-03-08T00:00:00","00000",2017,35,"http://firstisrael.org.il",true,"FRC","FIRST Robotics Competition",true,200,"IL",3,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",25503,0,0,,,,,
"ISR District Event #3","ISR District Event #3","ISDE3",235,"Qualifying Event","District Event","FRC","Shlomo Group Arena","Shlomo Group Arena","Shlomo Group Arena","TA","Israel","Tel-Aviv, Yafo","7 Isaac Remba St",,"2017-03-15T00:00:00","2017-03-13T00:00:00","00000",2017,36,"http://firstisrael.org.il",true,"FRC","FIRST Robotics Competition",true,200,"IL",1,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",25505,0,0,,,,,
"ISR District Event #4","ISR District Event #4","ISDE4",235,"Qualifying Event","District Event","FRC","Shlomo Group Arena","Shlomo Group Arena","Shlomo Group Arena","TA","Israel","Tel-Aviv, Yafo","7 Isaac Remba St",,"2017-03-17T00:00:00","2017-03-15T00:00:00","00000",2017,36,"http://firstisrael.org.il",true,"FRC","FIRST Robotics Competition",true,200,"IL",9,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",25507,0,0,,,,,
"Idaho Regional","Idaho Regional","IDBO",235,"Regional","Regional","FRC","Boise State University at Taco Bell Arena","Boise State University at Taco Bell Arena","Boise State University at Taco Bell Arena","ID","USA","Boise","1401 Bronco Lane",,"2017-04-01T00:00:00","2017-03-29T00:00:00","83725",2017,45,,true,"FRC","FIRST Robotics Competition",true,3,"US",7,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22709,43.605516,-116.19918,,,,,
"Indiana State Championship","Indiana State Championship","INCMP",235,"Qualifying Championship","District Championship","FRC","Huntington North High School","Huntington North High School","Huntington North High School","IN","USA","Huntington","450 McGahn Street",,"2017-04-08T00:00:00","2017-04-06T00:00:00","46750",2017,32,"http://www.indianafirst.org",true,"FRC","FIRST Robotics Competition",true,100,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22667,40.883166,-85.495183,,0,"","",
"Iowa Regional","Iowa Regional","IACF",235,"Regional","Regional","FRC","McLeod Center/UNI Dome","McLeod Center/UNI Dome","McLeod Center/UNI Dome","IA","USA","Cedar Falls","2501 Hudson Road",,"2017-03-25T00:00:00","2017-03-22T00:00:00","50614",2017,63,"http://iafirst.org/",true,"FRC","FIRST Robotics Competition",true,3,"US",9,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22669,42.509279,-92.460752,,0,"","",
"Laguna Regional","Laguna Regional","MXTO",235,"Regional","Regional","FRC","ITESM Campus Laguna - Santiago Garza de la Mora","ITESM Campus Laguna - Santiago Garza de la Mora","ITESM Campus Laguna - Santiago Garza de la Mora","COA","Mexico","Torreon","Paseo del Tecnologico #751",,"2017-04-01T00:00:00","2017-03-29T00:00:00","27250",2017,40,"http://www.firstlagunaregional.com.mx/",true,"FRC","FIRST Robotics Competition",true,3,"MX",5,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",25411,15.709,-92.7076,,,,,
"Lake Superior Regional","Lake Superior Regional","MNDU",235,"Regional","Regional","FRC","DECC Arena/South Pioneer Hall","DECC Arena/South Pioneer Hall","DECC Arena/South Pioneer Hall","MN","USA","Duluth","Duluth Entertainment Convention Center","350 Harbor Drive","2017-03-04T00:00:00","2017-03-01T00:00:00","55802",2017,63,"http://www.mnfirst.org",true,"FRC","FIRST Robotics Competition",true,3,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22571,46.767393,-92.11547,"",0,"","","lfshimizu@gmail.com"
"Las Vegas Regional","Las Vegas Regional","NVLV",235,"Regional","Regional","FRC","Cashman Center","Cashman Center","Cashman Center","NV","USA","Las Vegas","850 N. Las Vegas Blvd",,"2017-04-08T00:00:00","2017-04-05T00:00:00","89101",2017,48,"http://www.firstnevada.org",true,"FRC","FIRST Robotics Competition",true,3,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22527,36.17496,-115.123394,"",0,"","",""
"Lone Star Central Regional","Lone Star Central Regional","TXHO",235,"Regional","Regional","FRC","Strake Jesuit College Preparatory","Strake Jesuit College Preparatory","Strake Jesuit College Preparatory","TX","USA","Houston","8900 Bellaire Blvd",,"2017-03-18T00:00:00","2017-03-15T00:00:00","77036",2017,44,"http://houston.txfirst.org",true,"FRC","FIRST Robotics Competition",true,3,"US",3,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22529,29.701008,-95.536659,"",0,"Lucia","Sevcik","lsevcik810@aol.com"
"Lone Star North Regional","Lone Star North Regional","TXWO",235,"Regional","Regional","FRC","College Park High School","College Park High School","College Park High School","TX","USA","The Woodlands","3701 College Park Drive",,"2017-04-02T00:00:00","2017-03-30T00:00:00","77384",2017,36,"http://houston.txfirst.org",true,"FRC","FIRST Robotics Competition",true,3,"US",3,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",25535,30.230149,-95.490453,,,,,
"Los Angeles Regional","Los Angeles Regional","CALB",235,"Regional","Regional","FRC","Walter Pyramid","Walter Pyramid","Walter Pyramid","CA","USA","Long Beach","1250 N Bellflower Blvd","Long Beach State University","2017-03-26T00:00:00","2017-03-23T00:00:00","90840",2017,60,"http://www.firstlaregional.com",true,"FRC","FIRST Robotics Competition",true,3,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22487,33.781444,-118.118257,"",0,"","",
"MAR District - Bridgewater-Raritan Event","MAR District - Bridgewater-Raritan Event","NJBRI",235,"Qualifying Event","District Event","FRC","Bridgewater-Raritan High School","Bridgewater-Raritan High School","Bridgewater-Raritan High School","NJ","USA","Bridgewater","600 Garretson Road",,"2017-03-19T00:00:00","2017-03-17T00:00:00","08807",2017,38,"http://www.midatlanticrobotics.com/",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22595,40.593164,-74.619513,"",0,"","",
"MAR District - Hatboro-Horsham Event","MAR District - Hatboro-Horsham Event","PAHAT",235,"Qualifying Event","District Event","FRC","Hatboro-Horsham High School","Hatboro-Horsham High School","Hatboro-Horsham High School","PA","USA","Horsham","899 Horsham Road",,"2017-03-05T00:00:00","2017-03-03T00:00:00","19044",2017,38,"http://www.midatlanticrobotics.com/",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22593,40.182463,-75.150115,"",0,"","",
"MAR District - Montgomery Event","MAR District - Montgomery Event","NJSKI",235,"Qualifying Event","District Event","FRC","Montgomery Township High School","Montgomery Township High School","Montgomery Township High School","NJ","USA","Skillman","1016 Route 601",,"2017-04-02T00:00:00","2017-03-31T00:00:00","08558",2017,38,"http://www.midatlanticrobotics.com/",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22471,40.416194,-74.695442,"",0,"","",
"MAR District - Mount Olive Event","MAR District - Mount Olive Event","NJFLA",235,"Qualifying Event","District Event","FRC","Mount Olive High School","Mount Olive High School","Mount Olive High School","NJ","USA","Flanders","18 Corey Road",,"2017-03-12T00:00:00","2017-03-10T00:00:00","07836",2017,38,"http://www.midatlanticrobotics.com/",true,"FRC","FIRST Robotics Competition",true,200,"US",1,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22597,40.853244,-74.708204,"",0,"","",
"MAR District - Seneca Event","MAR District - Seneca Event","NJTAB",235,"Qualifying Event","District Event","FRC","Seneca High School","Seneca High School","Seneca High School","NJ","USA","Tabernacle","110 Carranza Road",,"2017-03-26T00:00:00","2017-03-24T00:00:00","08088",2017,38,"http://www.midatlanticrobotics.com/",true,"FRC","FIRST Robotics Competition",true,200,"US",1,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22599,39.820757,-74.694484,"",0,"","",
"MAR District - Springside Chestnut Hill Academy Event","MAR District - Springside Chestnut Hill Academy Event","PAPHI",235,"Qualifying Event","District Event","FRC","Springside Chestnut Hill Academy","Springside Chestnut Hill Academy","Springside Chestnut Hill Academy","PA","USA","Philadelphia","500 West Willow Grove Avenue",,"2017-03-19T00:00:00","2017-03-17T00:00:00","19118",2017,34,"http://www.midatlanticrobotics.com/",true,"FRC","FIRST Robotics Competition",true,200,"US",2,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22615,40.086847,-75.197968,,0,"","",
"MAR District - Westtown Event","MAR District - Westtown Event","PAWCH",235,"Qualifying Event","District Event","FRC","Westtown School","Westtown School","Westtown School","PA","USA","West Chester","975 Westtown Road",,"2017-03-12T00:00:00","2017-03-10T00:00:00","19382",2017,38,"http://www.midatlanticrobotics.com",true,"FRC","FIRST Robotics Competition",true,200,"US",7,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22637,39.942544,-75.597966,,0,"","",
"Miami Valley Regional","Miami Valley Regional","OHSP",235,"Regional","Regional","FRC","Wittenberg University","Wittenberg University","Wittenberg University","OH","USA","Springfield","200 W. Ward Street",,"2017-03-11T00:00:00","2017-03-08T00:00:00","45504",2017,50,,true,"FRC","FIRST Robotics Competition",true,3,"US",3,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",25619,39.940286,-83.843773,,,,,
"FIM District - East Kentwood Event","FIM District - East Kentwood Event","MIKEN",235,"Qualifying Event","District Event","FRC","East Kentwood High School","East Kentwood High School","East Kentwood High School","MI","USA","Kentwood","6230 Kalamazoo Avenue",,"2017-04-01T00:00:00","2017-03-30T00:00:00","49508",2017,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",1,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22677,42.873625,-85.625143,,0,"","",
"FIM District - Escanaba Event","FIM District - Escanaba Event","MIESC",235,"Qualifying Event","District Event","FRC","Escanaba High School","Escanaba High School","Escanaba High School","MI","USA","Escanaba","500 S. Lincoln Road",,"2017-03-18T00:00:00","2017-03-16T00:00:00","49829",2017,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",1,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22653,45.749678,-87.096833,,0,"","",
"FIM District - Gaylord Event","FIM District - Gaylord Event","MIGAY",235,"Qualifying Event","District Event","FRC","Gaylord High School","Gaylord High School","Gaylord High School","MI","USA","Gaylord","90 Livingston Blvd",,"2017-03-18T00:00:00","2017-03-16T00:00:00","49735",2017,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27435,44.987952,-84.675724,,,,,
"FIM District - Gull Lake Event","FIM District - Gull Lake Event","MIGUL",235,"Qualifying Event","District Event","FRC","Gull Lake High School","Gull Lake High School","Gull Lake High School","MI","USA","Richland","7753 N. 34th Street",,"2017-03-18T00:00:00","2017-03-16T00:00:00","49083",2017,40,"http://www.firstinmichigan.org/",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",25211,42.376617,-85.447312,,0,,,
"FIM District - Howell Event","FIM District - Howell Event","MIHOW",235,"Qualifying Event","District Event","FRC","Parker Middle School","Parker Middle School","Parker Middle School","MI","USA","Howell","400 Wright Road",,"2017-04-01T00:00:00","2017-03-30T00:00:00","48843",2017,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",2,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22581,42.620869,-83.919104,"",0,"","",
"FIM District - Kettering University Event #1","FIM District - Kettering University Event #1","MIKET",235,"Qualifying Event","District Event","FRC","Kettering University","Kettering University","Kettering University","MI","USA","Flint","Recreation Center",,"2017-03-04T00:00:00","2017-03-02T00:00:00","48504",2017,41,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",1,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22557,43.035862,-83.74276,"",0,"","",
"FIM District - Kettering University Event #2","FIM District - Kettering University Event #2","MIKE2",235,"Qualifying Event","District Event","FRC","Kettering University","Kettering University","Kettering University","MI","USA","Flint","Recreation Center",,"2017-03-11T00:00:00","2017-03-09T00:00:00","48504",2017,41,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",1,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22711,43.035862,-83.74276,,0,"","",
"FIM District - Lake Superior State University Event","FIM District - Lake Superior State University Event","MILSU",235,"Qualifying Event","District Event","FRC","Lake Superior State University","Lake Superior State University","Lake Superior State University","MI","USA","Sault Ste. Marie","Norris Center","650 Meridian Street","2017-04-01T00:00:00","2017-03-30T00:00:00","49783",2017,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22715,46.478524,-84.355204,,0,"","",
"FIM District - Lakeview Event","FIM District - Lakeview Event","MILAK",235,"Qualifying Event","District Event","FRC","Lakeview High School","Lakeview High School","Lakeview High School","MI","USA","Battle Creek","15060 Helmer Rd S",,"2017-03-04T00:00:00","2017-03-02T00:00:00","49015",2017,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22713,42.30102,-85.2291,,0,"","",
"FIM District - Lansing Event","FIM District - Lansing Event","MILAN",235,"Qualifying Event","District Event","FRC","Mason High School","Mason High School","Mason High School","MI","USA","Mason","1001 S. Barns Street",,"2017-03-25T00:00:00","2017-03-23T00:00:00","48854",2017,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22659,42.584076,-84.437704,,0,"","",
"FIM District - Livonia Event","FIM District - Livonia Event","MILIV",235,"Qualifying Event","District Event","FRC","Churchill High School","Churchill High School","Churchill High School","MI","USA","Livonia","8900 Newburgh Road",,"2017-04-08T00:00:00","2017-04-06T00:00:00","48150",2017,41,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22579,42.366557,-83.370612,"",0,"","",
"FIM District - Marysville Event","FIM District - Marysville Event","MIMAR",235,"Qualifying Event","District Event","FRC","Marysville High School","Marysville High School","Marysville High School","MI","USA","Marysville","555 E. Huron Blvd.",,"2017-04-08T00:00:00","2017-04-06T00:00:00","48040",2017,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22617,42.914675,-82.480996,,0,"","",
"FIM District - Midland Event","FIM District - Midland Event","MIMID",235,"Qualifying Event","District Event","FRC","H.H. Dow High School","H.H. Dow High School","H.H. Dow High School","MI","USA","Midland","3901 N. Saginaw Road",,"2017-03-25T00:00:00","2017-03-23T00:00:00","48640",2017,41,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",1,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22655,43.630483,-84.274746,,0,"","",
"FIM District - Shepherd Event","FIM District - Shepherd Event","MISHE",235,"Qualifying Event","District Event","FRC","Shepherd High School","Shepherd High School","Shepherd High School","MI","USA","Shepherd","100 E Hall Street",,"2017-04-08T00:00:00","2017-04-06T00:00:00","48883",2017,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27433,43.52386,-84.731401,,,,,
"FIM District - Southfield Event","FIM District - Southfield Event","MISOU",235,"Qualifying Event","District Event","FRC","Southfield High School","Southfield High School","Southfield High School","MI","USA","Southfield","24675 Lahser Road",,"2017-03-04T00:00:00","2017-03-02T00:00:00","48033",2017,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22497,42.472345,-83.293971,"",0,"","",
"FIM District - St. Joseph Event","FIM District - St. Joseph Event","MISJO",235,"Qualifying Event","District Event","FRC","St. Joseph High School","St. Joseph High School","St. Joseph High School","MI","USA","St. Joseph","2521 Stadium Drive",,"2017-03-11T00:00:00","2017-03-09T00:00:00","49085",2017,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22577,42.068065,-86.475496,"",0,"","",
"FIM District - Traverse City Event","FIM District - Traverse City Event","MITVC",235,"Qualifying Event","District Event","FRC","Traverse City Central High School","Traverse City Central High School","Traverse City Central High School","MI","USA","Traverse City","1150 Miliken Drive",,"2017-04-08T00:00:00","2017-04-06T00:00:00","49686",2017,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22555,44.754969,-85.596072,"",0,"","",
"FIM District - Troy Event","FIM District - Troy Event","MITRY",235,"Qualifying Event","District Event","FRC","Troy Athens High School","Troy Athens High School","Troy Athens High School","MI","USA","Troy","4333 John R Road",,"2017-04-01T00:00:00","2017-03-30T00:00:00","48085",2017,42,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22561,42.595219,-83.120115,"",0,"","",
"FIM District - Waterford Event","FIM District - Waterford Event","MIWAT",235,"Qualifying Event","District Event","FRC","Waterford Mott High School","Waterford Mott High School","Waterford Mott High School","MI","USA","Waterford","1151 Scott Lake Road",,"2017-03-18T00:00:00","2017-03-16T00:00:00","48328",2017,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22657,42.644305,-83.356394,,0,"","",
"FIM District - West Michigan Event","FIM District - West Michigan Event","MIWMI",235,"Qualifying Event","District Event","FRC","Grand Valley State University","Grand Valley State University","Grand Valley State University","MI","USA","Allendale","Field House",,"2017-03-25T00:00:00","2017-03-23T00:00:00","49401",2017,41,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22537,42.974447,-85.930121,"",0,"","",
"New York Tech Valley Regional","New York Tech Valley Regional","NYTR",235,"Regional","Regional","FRC","Rensselaer Polytechnic Institute","Rensselaer Polytechnic Institute","Rensselaer Polytechnic Institute","NY","USA","Troy","ECAV Arena","Peoples Drive","2017-03-18T00:00:00","2017-03-15T00:00:00","12180",2017,36,"http://www.techvalleyfirst.org",true,"FRC","FIRST Robotics Competition",true,3,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22627,42.744,-73.60512,,,"","",""
"Northern Lights Regional","Northern Lights Regional","MNDU2",235,"Regional","Regional","FRC","DECC Arena/Edmund Fitzgerald Exhibit Hall","DECC Arena/Edmund Fitzgerald Exhibit Hall","DECC Arena/Edmund Fitzgerald Exhibit Hall","MN","USA","Duluth","Duluth Entertainment Convention Center","350 Harbor Drive","2017-03-04T00:00:00","2017-03-01T00:00:00","55802",2017,60,"http://www.mnfirst.org",true,"FRC","FIRST Robotics Competition",true,3,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22601,46.767393,-92.11547,,0,"","","lfshimizu@gmail.com"
"ONT District - Durham College Event","ONT District - Durham College Event","ONOSH",235,"Qualifying Event","District Event","FRC","Durham College","Durham College","Durham College","ON","Canada","Oshawa","Campus Wellness & Recreation Center","2000 Simcoe Street North","2017-03-05T00:00:00","2017-03-03T00:00:00","L1H 7K4",2017,42,"http://www.firstroboticscanada.org",true,"FRC","FIRST Robotics Competition",true,200,"CA",1,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",24811,43.93189,-78.9107,,,,,
"ONT District - Georgian College Event","ONT District - Georgian College Event","ONBAR",235,"Qualifying Event","District Event","FRC","Georgian College - Athletic Fitness Centre","Georgian College - Athletic Fitness Centre","Georgian College - Athletic Fitness Centre","ON","Canada","Barrie","1 Georgian Drive",,"2017-03-26T00:00:00","2017-03-24T00:00:00","L4M 3X9",2017,34,"http://www.firstroboticscanada.org",true,"FRC","FIRST Robotics Competition",true,200,"CA",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",24813,44.390484,-79.685682,,,,,
"ONT District - McMaster University Event","ONT District - McMaster University Event","ONHAM",235,"Qualifying Event","District Event","FRC","McMaster University","McMaster University","McMaster University","ON","Canada","Hamilton","1280 Main Street West",,"2017-04-09T00:00:00","2017-04-07T00:00:00","L8S 4L8",2017,42,"http://www.firstroboticscanada.org",true,"FRC","FIRST Robotics Competition",true,200,"CA",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",24817,43.25767,-79.91934,,,,,
"ONT District - North Bay Event","ONT District - North Bay Event","ONNOB",235,"Qualifying Event","District Event","FRC","Nipissing University","Nipissing University","Nipissing University","ON","Canada","North Bay","Robert J. Surtees Athletic Centre","100 College Drive","2017-04-08T00:00:00","2017-04-06T00:00:00","P1B 8K9",2017,36,"http://www.firstroboticscanada.org",true,"FRC","FIRST Robotics Competition",true,200,"CA",10,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22619,46.311308,-79.461959,,0,,,
"ONT District - Ryerson University Event","ONT District - Ryerson University Event","ONTO1",235,"Qualifying Event","District Event","FRC","Ryerson University","Ryerson University","Ryerson University","ON","Canada","Toronto","Mattamy Athletic Centre","50 Carlton Street","2017-03-12T00:00:00","2017-03-10T00:00:00","M5B 1J2",2017,40,"http://www.firstroboticscanada.org",true,"FRC","FIRST Robotics Competition",true,200,"CA",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22523,43.66156,-79.381227,"",0,"","",
"ONT District - University of Waterloo Event","ONT District - University of Waterloo Event","ONWAT",235,"Qualifying Event","District Event","FRC","University of Waterloo","University of Waterloo","University of Waterloo","ON","Canada","Waterloo","Physical Activities Complex","200 University Avenue West","2017-03-25T00:00:00","2017-03-23T00:00:00","N2L 3G1",2017,32,"http://www.firstroboticscanada.org",true,"FRC","FIRST Robotics Competition",true,200,"CA",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22517,43.46629,-80.54016,"",0,"","",
"ONT District - Victoria Park Collegiate Event","ONT District - Victoria Park Collegiate Event","ONTO2",235,"Qualifying Event","District Event","FRC","Victoria Park Collegiate","Victoria Park Collegiate","Victoria Park Collegiate","ON","Canada","Toronto","15 Wallingford Road",,"2017-03-19T00:00:00","2017-03-17T00:00:00","M3A 2V1",2017,30,"http://www.firstroboticscanada.org",true,"FRC","FIRST Robotics Competition",true,200,"CA",3,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22575,43.75505,-79.32183,"",0,"","",
"ONT District - Western University, Engineering Event","ONT District - Western University, Engineering Event","ONLON",235,"Qualifying Event","District Event","FRC","Western University","Western University","Western University","ON","Canada","London","1151 Richmond Street",,"2017-04-02T00:00:00","2017-03-31T00:00:00","N6A 3K7",2017,40,"http://www.firstroboticscanada.org",true,"FRC","FIRST Robotics Competition",true,200,"CA",5,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",24815,43.008774,-81.2611,,,,,
"ONT District - Windsor Essex Great Lakes Event","ONT District - Windsor Essex Great Lakes Event","ONWIN",235,"Qualifying Event","District Event","FRC","University of Windsor","University of Windsor","University of Windsor","ON","Canada","Windsor","St. Denis Centre","2555 College Avenue","2017-04-01T00:00:00","2017-03-30T00:00:00","N9B 3P4",2017,42,"http://www.firstroboticscanada.org",true,"FRC","FIRST Robotics Competition",true,200,"CA",14,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22647,42.30565,-83.06569,,0,,,
"Oklahoma Regional ","Oklahoma Regional ","OKOK",235,"Regional","Regional","FRC","Cox Arena - SMG Convention Center","Cox Arena - SMG Convention Center","Cox Arena - SMG Convention Center","OK","USA","Oklahoma City","One Myriad Gardens",,"2017-03-25T00:00:00","2017-03-22T00:00:00","73102",2017,62,"http://first-oklahoma.com/",true,"FRC","FIRST Robotics Competition",true,3,"US",1,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22543,35.471927,-97.518257,"",0,"","",""
